Sales_Person,Geo,Product_ID,Date,Amount,Customers,Boxes
SP01,G2,P11,01/05/22,6636,272,302
SP25,G4,P07,01/07/21,189,51,9
SP19,G1,P12,08/26/21,4760,220,207
SP12,G6,P09,02/26/21,9149,53,915
SP13,G5,P06,05/12/21,819,190,59
SP11,G1,P12,10/19/21,11137,2,485
SP11,G3,P18,03/10/21,18361,32,1837
SP12,G5,P12,01/25/21,11424,57,457
SP15,G2,P14,01/05/21,6342,264,705
SP03,G3,P17,12/16/21,7616,412,635
SP23,G4,P16,12/01/21,3290,137,366
SP02,G4,P10,10/05/21,924,21,52
SP15,G3,P09,01/18/21,1148,254,128
SP03,G4,P19,11/04/21,6580,187,287
SP01,G3,P01,01/28/21,4977,314,553
SP02,G3,P09,11/26/21,28,96,4
SP09,G3,P10,03/02/21,1470,233,78
SP23,G5,P14,05/19/21,6580,138,940
SP09,G5,P05,01/26/22,1225,182,73
SP01,G3,P21,03/30/21,4732,103,364
SP08,G1,P08,01/11/22,8190,248,683
SP15,G1,P21,08/31/21,12481,212,892
SP21,G6,P05,03/19/21,7630,46,449
SP14,G2,P19,02/09/21,6454,466,281
SP21,G3,P14,01/10/22,10983,281,1099
SP24,G4,P01,02/16/22,23912,211,1993
SP15,G3,P05,02/05/21,2807,79,148
SP17,G2,P14,02/02/22,7196,56,720
SP21,G1,P21,01/15/21,4585,24,328
SP05,G6,P06,02/22/22,1883,47,126
SP24,G2,P12,05/13/21,4410,133,184
SP07,G1,P04,11/16/21,161,89,9
SP12,G4,P04,01/31/22,728,1,41
SP12,G5,P21,03/10/22,4032,109,252
SP04,G6,P18,09/28/21,2541,159,363
SP04,G3,P11,12/02/21,18116,185,824
SP18,G1,P06,10/18/21,5789,86,386
SP06,G1,P09,02/16/21,4480,32,498
SP01,G1,P03,06/30/21,10654,156,820
SP17,G6,P13,01/28/22,7616,161,347
SP22,G2,P15,02/04/22,9282,489,387
SP22,G3,P11,01/25/22,9681,25,441
SP16,G3,P09,02/28/22,1365,173,137
SP17,G3,P12,11/26/21,6405,227,279
SP17,G5,P22,08/19/21,3059,162,133
SP04,G3,P01,12/30/21,3829,85,426
SP23,G4,P07,01/21/22,1351,342,57
SP01,G5,P12,12/06/21,2422,1,97
SP08,G3,P05,12/23/21,5355,333,335
SP03,G4,P15,01/10/22,2387,101,96
SP11,G3,P01,02/21/22,1057,228,106
SP25,G4,P17,04/27/21,1211,208,94
SP09,G2,P22,09/29/21,6839,144,298
SP08,G2,P09,01/21/22,8365,226,930
SP03,G2,P13,08/20/21,5747,20,262
SP16,G2,P03,09/10/21,11228,135,864
SP13,G5,P02,07/13/21,2583,64,96
SP21,G2,P21,12/01/21,7329,140,524
SP03,G5,P04,03/08/22,3773,105,252
SP06,G4,P04,08/12/21,2506,66,140
SP20,G2,P18,03/23/21,1827,450,229
SP05,G5,P15,02/05/21,3297,69,123
SP18,G3,P20,10/04/21,105,286,7
SP02,G6,P11,02/15/21,1085,39,55
SP12,G5,P08,10/28/21,6076,276,553
SP25,G6,P07,09/01/21,7847,101,357
SP19,G4,P19,08/09/21,11718,279,533
SP02,G6,P02,08/13/21,9709,42,360
SP04,G5,P04,05/11/21,21,238,2
SP05,G3,P06,04/16/21,3941,192,282
SP12,G3,P14,08/27/21,7728,94,966
SP07,G5,P01,11/10/21,2065,144,188
SP20,G3,P16,04/26/21,10731,122,1342
SP01,G2,P03,02/16/22,259,191,24
SP12,G5,P11,02/15/22,49,161,3
SP14,G1,P03,07/15/21,4809,171,438
SP10,G4,P06,02/09/22,6916,350,433
SP11,G6,P15,02/18/21,5355,163,224
SP16,G2,P09,07/08/21,3906,446,391
SP08,G3,P04,05/27/21,5649,234,354
SP24,G3,P10,09/02/21,10983,379,611
SP15,G1,P22,11/18/21,2037,157,85
SP12,G1,P16,11/25/21,14364,99,2052
SP25,G6,P03,09/23/21,7931,74,567
SP05,G5,P19,11/18/21,147,88,7
SP25,G3,P08,01/20/21,6615,200,602
SP13,G5,P07,09/20/21,14791,120,617
SP03,G1,P17,02/03/21,343,515,35
SP24,G6,P16,01/26/21,1414,39,236
SP23,G4,P09,12/02/21,1295,49,130
SP20,G1,P18,10/13/21,10941,396,1216
SP10,G5,P15,04/23/21,6405,342,238
SP01,G1,P09,03/04/21,7861,89,787
SP07,G4,P20,01/24/22,4298,70,287
SP18,G6,P06,04/22/21,8015,122,472
SP14,G4,P14,03/09/22,581,62,83
SP06,G6,P22,12/07/21,11333,13,516
SP02,G2,P09,04/07/21,10388,196,1299
SP06,G4,P18,08/27/21,721,138,91
SP13,G6,P10,08/11/21,8008,85,445
SP17,G2,P03,03/11/21,10486,4,874
SP14,G3,P07,09/22/21,1603,27,73
SP24,G5,P19,06/15/21,5670,354,258
SP06,G2,P13,02/03/21,476,24,26
SP24,G6,P19,03/26/21,3290,337,138
SP07,G3,P12,04/08/21,4837,394,194
SP24,G1,P18,07/06/21,9268,68,927
SP03,G5,P14,10/19/21,7777,236,865
SP19,G4,P11,03/05/21,1372,168,69
SP05,G4,P03,08/02/21,8190,106,585
SP17,G6,P22,08/31/21,287,54,14
SP09,G1,P13,12/17/21,1666,151,80
SP25,G5,P07,12/02/21,6041,27,242
SP23,G3,P01,11/19/21,10920,99,993
SP11,G6,P13,07/07/21,8316,144,396
SP10,G3,P11,07/05/21,4977,369,227
SP24,G5,P22,11/26/21,91,243,5
SP04,G5,P22,08/27/21,13090,54,524
SP20,G1,P22,05/07/21,6412,207,268
SP04,G4,P11,07/09/21,6181,32,281
SP04,G5,P18,01/29/21,17220,92,1722
SP15,G2,P18,02/18/22,2667,213,381
SP09,G5,P01,11/10/21,1106,133,123
SP08,G5,P13,02/03/21,10661,52,508
SP10,G3,P16,01/11/22,588,260,66
SP05,G1,P19,08/13/21,4018,33,192
SP11,G5,P02,05/10/21,532,218,21
SP06,G2,P11,04/14/21,8897,209,405
SP16,G4,P07,06/30/21,1127,424,46
SP17,G6,P02,11/29/21,6377,466,266
SP03,G1,P03,11/08/21,3535,131,272
SP19,G5,P14,05/25/21,1729,185,217
SP04,G6,P04,05/06/21,4781,222,282
SP20,G2,P13,06/07/21,567,119,30
SP09,G4,P12,03/31/21,1708,97,78
SP25,G6,P01,11/26/21,5341,13,535
SP03,G4,P14,07/13/21,2898,220,322
SP08,G6,P22,04/07/21,3808,56,159
SP12,G4,P14,02/18/22,9954,105,1245
SP14,G6,P21,11/25/21,12663,237,975
SP25,G6,P18,07/13/21,9331,77,1333
SP17,G6,P10,12/08/21,1155,90,68
SP06,G2,P10,06/08/21,189,175,10
SP18,G5,P06,06/04/21,4592,472,307
SP25,G6,P12,05/11/21,16856,60,703
SP24,G6,P01,11/26/21,7644,278,637
SP09,G5,P03,03/15/21,6524,3,466
SP13,G3,P09,09/30/21,4298,369,430
SP15,G1,P15,05/27/21,11088,195,427
SP10,G2,P20,05/03/21,9121,335,609
SP01,G1,P06,02/26/21,7217,32,425
SP11,G5,P07,03/04/21,7945,178,318
SP19,G5,P20,11/25/21,7322,83,431
SP09,G4,P20,03/16/21,8183,99,482
SP02,G3,P15,02/03/21,12516,14,501
SP06,G5,P02,12/07/21,11284,39,434
SP12,G6,P11,01/26/22,2968,48,142
SP21,G4,P17,02/11/22,301,129,28
SP17,G3,P03,02/19/21,21,118,2
SP16,G3,P20,05/18/21,4522,256,252
SP06,G3,P11,03/26/21,294,136,14
SP05,G4,P11,09/01/21,15904,105,723
SP09,G3,P22,03/25/22,4361,330,175
SP18,G2,P22,09/14/21,4746,260,198
SP14,G1,P19,02/18/21,14469,34,603
SP10,G6,P02,04/12/21,1344,272,50
SP08,G2,P17,01/24/22,6188,107,516
SP15,G5,P05,09/20/21,4480,106,249
SP21,G6,P12,03/22/21,133,146,6
SP16,G6,P18,12/15/21,6216,11,777
SP03,G4,P05,02/01/21,1890,361,119
SP20,G3,P01,08/05/21,1148,413,105
SP23,G1,P11,05/19/21,6832,223,326
SP13,G2,P08,03/30/21,4403,5,401
SP02,G2,P21,10/19/21,9072,42,648
SP24,G2,P21,01/21/22,2037,189,157
SP17,G6,P06,03/09/21,10304,14,687
SP04,G5,P07,04/19/21,11564,150,503
SP22,G3,P20,07/01/21,693,56,39
SP23,G2,P12,03/08/21,4291,156,179
SP03,G1,P19,04/20/21,1876,49,82
SP13,G3,P18,03/11/22,8393,208,933
SP25,G4,P06,05/07/21,1337,323,84
SP18,G2,P04,05/07/21,5999,123,334
SP18,G2,P08,01/11/21,11837,45,911
SP18,G5,P15,12/08/21,3871,29,155
SP24,G5,P07,04/01/21,12621,23,505
SP17,G2,P17,11/04/21,20454,20,1705
SP04,G1,P17,11/02/21,3696,112,370
SP15,G1,P08,12/23/21,8113,48,677
SP23,G5,P04,04/12/21,287,58,20
SP14,G3,P04,04/30/21,16625,302,978
SP02,G3,P17,02/04/21,12796,179,1164
SP22,G5,P03,02/07/22,3045,272,218
SP15,G4,P19,11/26/21,11431,69,520
SP20,G5,P11,08/25/21,16947,6,807
SP22,G2,P22,06/04/21,6223,134,271
SP11,G4,P20,04/22/21,9814,194,546
SP20,G2,P09,03/07/22,6832,111,760
SP02,G3,P18,08/26/21,10899,58,1211
SP25,G6,P14,02/12/21,378,104,54
SP20,G4,P19,04/23/21,9233,160,402
SP08,G5,P20,12/31/21,8351,392,522
SP01,G4,P11,12/17/21,7329,104,349
SP23,G2,P19,09/02/21,2555,30,117
SP09,G2,P13,11/03/21,3311,123,175
SP19,G1,P17,01/14/22,10843,352,835
SP02,G2,P20,06/24/21,2737,206,161
SP21,G6,P14,03/14/22,4627,150,661
SP23,G2,P13,01/27/22,16842,152,887
SP15,G6,P02,03/11/22,4459,294,172
SP07,G3,P02,09/08/21,1421,218,53
SP02,G3,P22,04/29/21,3591,53,150
SP25,G6,P09,09/20/21,3325,147,416
SP18,G1,P20,10/13/21,5957,47,398
SP17,G1,P10,03/08/21,8869,254,444
SP02,G1,P16,07/22/21,15848,2,2264
SP21,G5,P13,07/28/21,8428,221,402
SP21,G1,P19,04/14/21,546,292,24
SP13,G5,P22,08/11/21,11914,224,477
SP14,G1,P12,02/03/21,6902,80,277
SP19,G6,P03,09/20/21,10668,202,970
SP06,G5,P03,02/08/21,8505,101,774
SP12,G2,P14,08/30/21,6160,126,770
SP09,G1,P19,01/14/21,6608,166,288
SP22,G1,P03,08/24/21,9282,206,714
SP19,G6,P19,09/14/21,392,307,19
SP15,G1,P13,10/15/21,2555,39,117
SP03,G5,P12,01/26/22,6895,173,300
SP15,G5,P14,10/13/21,10052,214,1117
SP03,G2,P22,10/07/21,6832,100,311
SP15,G3,P03,09/09/21,6258,32,569
SP03,G1,P05,09/24/21,2898,17,182
SP04,G5,P10,01/15/21,4102,106,228
SP16,G3,P07,02/10/21,4718,403,215
SP17,G6,P05,02/03/21,15946,352,938
SP25,G3,P18,05/03/21,1449,425,145
SP06,G5,P12,01/29/21,1589,188,73
SP08,G1,P16,03/15/21,8708,167,1089
SP12,G2,P09,02/18/22,2184,31,273
SP11,G4,P08,03/19/21,13265,142,948
SP13,G2,P21,09/02/21,5411,139,339
SP06,G2,P20,01/13/21,5971,51,399
SP25,G1,P18,08/02/21,1603,337,179
SP18,G2,P21,06/11/21,13244,208,828
SP21,G1,P10,11/24/21,686,143,41
SP05,G6,P14,03/22/22,6622,114,736
SP02,G6,P09,08/31/21,2002,199,251
SP16,G3,P19,02/09/22,2562,213,107
SP20,G3,P21,05/07/21,1736,108,124
SP07,G6,P14,02/14/22,7203,229,1029
SP10,G2,P22,05/12/21,4641,128,194
SP06,G2,P04,05/03/21,3647,190,228
SP09,G6,P04,05/06/21,2618,168,146
SP25,G3,P03,11/23/21,3710,153,338
SP24,G6,P07,12/15/21,8477,421,369
SP16,G5,P19,03/18/22,2296,23,100
SP06,G5,P19,02/12/21,4564,196,218
SP24,G2,P15,01/26/22,7238,327,290
SP05,G4,P14,03/28/22,6132,280,682
SP24,G5,P17,01/21/22,8344,178,835
SP14,G5,P20,07/20/21,8372,48,493
SP06,G5,P11,05/13/21,7007,132,369
SP07,G1,P14,03/09/22,3206,206,321
SP01,G2,P13,03/23/22,2142,147,98
SP22,G3,P17,02/22/22,11333,287,872
SP22,G5,P06,03/04/21,9065,143,534
SP02,G2,P06,10/05/21,5593,199,400
SP20,G1,P14,08/02/21,1841,340,205
SP05,G2,P08,03/04/22,4578,387,417
SP11,G6,P14,10/29/21,3430,215,490
SP21,G4,P12,12/13/21,4550,25,207
SP13,G1,P15,05/05/21,5677,178,237
SP21,G1,P17,05/28/21,1183,63,119
SP15,G1,P03,11/08/21,1043,161,87
SP04,G4,P03,03/01/21,5103,307,393
SP02,G5,P11,09/07/21,357,248,17
SP20,G1,P11,09/09/21,2149,127,98
SP25,G4,P14,08/12/21,5292,131,756
SP22,G5,P14,06/09/21,3094,6,310
SP18,G3,P15,02/19/21,8365,100,349
SP02,G1,P05,01/21/22,2457,146,137
SP02,G2,P03,02/19/21,5607,59,401
SP19,G3,P09,04/02/21,5999,42,750
SP22,G6,P09,08/19/21,8379,12,762
SP08,G5,P14,02/04/21,6251,46,626
SP02,G2,P11,10/13/21,3045,163,161
SP21,G2,P11,05/18/21,1246,397,60
SP03,G4,P09,07/05/21,4550,425,455
SP17,G1,P17,08/30/21,3717,428,310
SP02,G6,P20,09/02/21,13076,140,770
SP23,G4,P13,03/09/21,1533,195,73
SP17,G5,P18,08/02/21,1463,110,163
SP04,G2,P20,10/08/21,1561,319,92
SP25,G4,P21,12/02/21,42,39,3
SP20,G2,P21,12/30/21,441,187,34
SP17,G4,P12,10/14/21,8764,48,351
SP14,G5,P10,10/18/21,1575,254,83
SP22,G2,P17,03/04/22,3430,127,264
SP16,G5,P20,02/12/21,7889,129,465
SP15,G6,P20,04/07/21,2359,53,139
SP09,G3,P07,01/26/22,9268,498,371
SP14,G1,P08,05/27/21,2464,250,224
SP05,G6,P18,10/05/21,1043,22,131
SP02,G4,P18,10/05/21,994,168,142
SP16,G2,P15,02/03/21,5789,45,242
SP10,G1,P01,01/14/22,3815,284,347
SP15,G5,P03,01/07/21,1428,233,130
SP23,G3,P20,01/05/22,567,141,36
SP24,G4,P15,08/30/21,4102,55,158
SP21,G3,P07,10/07/21,11620,396,506
SP02,G5,P21,11/10/21,7000,108,500
SP01,G1,P19,09/21/21,3815,34,182
SP19,G1,P18,01/10/22,945,26,119
SP13,G3,P15,02/04/21,10066,173,420
SP11,G1,P04,01/11/21,777,96,49
SP11,G6,P07,03/05/21,9758,27,391
SP08,G6,P11,04/07/21,8330,119,417
SP04,G6,P09,03/01/21,5278,42,660
SP04,G4,P04,02/19/21,1638,204,103
SP08,G2,P01,05/20/21,6335,192,634
SP19,G5,P12,05/19/21,4711,246,215
SP17,G1,P06,09/13/21,476,448,32
SP25,G5,P15,01/26/22,6881,123,287
SP06,G3,P12,01/05/22,6818,54,285
SP06,G1,P03,07/12/21,4606,188,355
SP01,G5,P15,08/18/21,16380,258,630
SP10,G6,P05,10/05/21,791,345,47
SP10,G5,P14,11/11/21,6013,6,602
SP09,G4,P13,01/26/22,273,160,14
SP12,G1,P06,11/30/21,10885,227,726
SP20,G4,P06,11/30/21,3962,300,265
SP23,G1,P10,11/18/21,1211,142,64
SP16,G4,P20,02/03/21,2842,27,178
SP09,G4,P16,12/09/21,3339,21,418
SP24,G3,P22,01/18/22,14112,41,588
SP11,G4,P02,07/21/21,12719,3,472
SP12,G4,P22,05/13/21,2709,89,109
SP22,G6,P19,06/02/21,2716,83,130
SP17,G2,P11,01/12/22,1526,208,70
SP11,G6,P18,08/09/21,4956,214,496
SP17,G1,P15,08/09/21,1932,372,81
SP09,G3,P19,02/23/22,9870,78,412
SP07,G5,P02,03/11/21,10724,254,447
SP03,G3,P05,09/15/21,4557,102,285
SP07,G5,P06,04/28/21,35,10,3
SP04,G5,P08,01/08/21,7049,84,588
SP13,G1,P10,03/01/22,1246,200,70
SP16,G1,P10,01/29/21,896,123,53
SP05,G3,P19,05/04/21,7,384,1
SP15,G5,P11,07/08/21,4942,144,248
SP04,G6,P22,08/30/21,7217,167,329
SP24,G2,P16,12/14/21,14959,211,2494
SP14,G2,P17,08/27/21,2387,25,217
SP13,G6,P21,11/11/21,5614,256,401
SP02,G3,P10,08/19/21,5320,51,280
SP14,G5,P02,02/02/22,462,95,18
SP08,G5,P21,03/24/21,4067,24,255
SP12,G4,P13,12/09/21,805,144,39
SP14,G3,P16,01/26/21,4018,134,574
SP05,G4,P01,06/15/21,7434,252,744
SP14,G3,P06,03/18/22,7371,140,461
SP07,G6,P11,09/09/21,14868,270,744
SP23,G1,P09,10/19/21,560,109,70
SP07,G1,P16,09/21/21,10850,170,1550
SP07,G1,P20,03/30/21,5047,178,281
SP11,G4,P12,06/17/21,3164,178,144
SP25,G1,P17,08/13/21,9534,245,734
SP16,G2,P21,07/26/21,5915,98,423
SP10,G3,P01,04/09/21,11655,117,1060
SP22,G3,P14,06/08/21,315,106,35
SP19,G1,P06,03/11/22,7329,7,524
SP03,G1,P04,10/28/21,3612,80,213
SP14,G5,P08,12/06/21,4963,286,414
SP08,G2,P10,06/15/21,14098,274,830
SP08,G5,P05,03/01/22,952,193,56
SP17,G1,P03,02/09/21,1743,315,159
SP21,G2,P14,08/06/21,7749,133,861
SP17,G2,P21,05/12/21,7700,54,593
SP20,G4,P18,02/18/22,2030,147,226
SP16,G3,P17,01/21/22,5054,218,389
SP19,G2,P14,02/18/21,4046,67,405
SP02,G6,P13,04/23/21,3395,128,162
SP14,G6,P02,04/05/21,11487,67,442
SP03,G4,P22,06/21/21,5523,132,241
SP20,G6,P05,09/27/21,3738,266,208
SP17,G6,P08,01/21/22,3703,129,285
SP01,G6,P17,04/12/21,4186,165,349
SP03,G3,P10,01/25/21,6223,142,328
SP13,G5,P15,09/21/21,896,91,35
SP18,G1,P12,03/23/22,10038,17,457
SP04,G4,P13,01/29/21,8610,316,454
SP25,G3,P22,01/13/22,112,92,5
SP06,G1,P20,09/27/21,9170,86,540
SP20,G1,P09,06/08/21,959,234,96
SP04,G2,P21,01/24/22,5649,76,404
SP08,G1,P21,10/13/21,9184,105,656
SP22,G2,P07,07/29/21,4123,273,165
SP10,G4,P19,09/13/21,7756,36,324
SP08,G5,P04,06/30/21,5894,24,328
SP03,G5,P17,01/29/21,1414,280,129
SP04,G3,P15,07/07/21,1701,15,71
SP08,G2,P18,12/21/21,11102,129,1234
SP25,G4,P09,03/17/21,5327,228,485
SP13,G2,P01,02/18/22,4900,54,446
SP19,G2,P08,07/15/21,2044,35,186
SP20,G4,P21,03/11/21,2940,83,184
SP02,G6,P14,04/30/21,805,217,101
SP13,G4,P03,10/12/21,4788,295,369
SP11,G2,P15,01/25/21,3283,176,137
SP22,G3,P02,02/26/21,5887,69,227
SP14,G4,P22,08/05/21,5425,300,247
SP05,G3,P17,03/25/22,7574,181,758
SP01,G5,P04,10/12/21,2835,589,178
SP05,G1,P13,12/30/21,6251,200,298
SP07,G3,P08,07/15/21,5733,139,410
SP15,G2,P13,06/08/21,4676,205,223
SP06,G3,P20,02/01/21,294,248,18
SP22,G4,P21,06/17/21,4018,67,310
SP16,G4,P14,05/24/21,1596,140,160
SP19,G2,P22,03/23/22,4900,173,196
SP24,G2,P22,01/11/22,616,121,25
SP11,G5,P10,04/09/21,4711,332,236
SP19,G3,P14,10/19/21,2758,80,276
SP05,G3,P05,07/12/21,21,262,2
SP17,G5,P05,06/14/21,518,23,33
SP04,G3,P14,04/14/21,13468,288,1924
SP13,G3,P22,01/14/22,8400,300,366
SP06,G2,P15,02/26/21,4186,113,161
SP17,G3,P07,07/15/21,8715,128,397
SP03,G6,P21,06/28/21,16534,284,1103
SP02,G3,P16,03/03/22,8820,367,1260
SP10,G2,P02,06/03/21,1778,99,75
SP11,G5,P03,04/08/21,21,51,2
SP19,G1,P01,10/28/21,7994,92,800
SP05,G3,P21,04/05/21,6720,177,448
SP06,G6,P10,11/17/21,1316,174,74
SP23,G4,P04,02/01/21,6615,107,390
SP11,G1,P22,05/24/21,238,117,11
SP05,G4,P08,06/23/21,16870,185,1534
SP25,G6,P02,07/05/21,5285,128,212
SP13,G2,P18,08/30/21,2667,328,334
SP02,G4,P22,04/14/21,3136,15,137
SP14,G3,P17,03/10/22,2492,125,192
SP09,G4,P03,12/07/21,525,119,41
SP10,G2,P07,03/02/21,2730,85,119
SP16,G4,P12,10/12/21,1519,196,70
SP05,G4,P22,07/02/21,2877,216,120
SP02,G6,P18,03/18/22,6328,218,904
SP24,G6,P08,04/23/21,4179,72,380
SP19,G6,P20,08/30/21,1736,125,109
SP22,G6,P04,09/01/21,2947,143,174
SP11,G4,P16,02/22/21,2933,67,489
SP16,G4,P02,10/11/21,11130,221,429
SP12,G3,P04,04/14/21,9422,167,555
SP24,G6,P03,03/10/22,10885,449,990
SP03,G1,P01,11/25/21,5796,40,644
SP02,G3,P06,01/22/21,9016,47,531
SP02,G2,P13,08/25/21,2142,35,108
SP23,G5,P10,03/11/21,2100,28,124
SP01,G1,P22,11/08/21,6888,12,314
SP09,G5,P04,03/15/21,8813,336,551
SP15,G4,P11,06/29/21,3500,249,185
SP19,G3,P17,03/24/21,5600,69,467
SP05,G3,P14,02/26/21,3815,73,477
SP03,G4,P16,01/13/21,651,32,93
SP08,G2,P13,12/30/21,4081,388,215
SP05,G3,P22,02/03/21,742,6,34
SP25,G4,P01,08/31/21,3878,182,353
SP25,G5,P01,06/18/21,1127,293,94
SP05,G4,P20,07/23/21,2548,450,142
SP05,G3,P10,04/06/21,3122,446,184
SP01,G2,P06,06/30/21,343,54,23
SP07,G5,P12,10/13/21,6279,183,286
SP15,G2,P05,03/24/21,7952,109,419
SP23,G5,P05,05/24/21,9863,164,617
SP09,G3,P14,08/13/21,1470,297,147
SP22,G4,P19,12/20/21,4417,184,185
SP02,G6,P04,12/31/21,924,104,55
SP23,G5,P16,06/21/21,1330,15,222
SP20,G4,P14,02/22/22,4830,149,690
SP24,G2,P09,01/27/22,476,39,48
SP09,G4,P06,01/31/22,5306,197,379
SP25,G5,P10,02/12/21,3563,191,179
SP11,G3,P04,01/06/21,10262,126,604
SP08,G5,P02,09/24/21,5173,234,216
SP22,G3,P16,01/26/21,4109,237,587
SP17,G4,P02,01/13/22,11606,239,484
SP03,G6,P13,08/31/21,5908,60,296
SP12,G1,P04,11/11/21,5789,202,322
SP06,G4,P08,08/13/21,5572,31,465
SP21,G5,P19,01/10/22,868,254,40
SP19,G1,P16,03/23/21,6055,141,673
SP17,G6,P01,02/01/22,7441,160,621
SP14,G5,P21,04/26/21,1449,371,112
SP11,G6,P05,10/08/21,8183,28,431
SP01,G3,P20,05/18/21,12558,308,785
SP10,G3,P06,07/21/21,6734,93,421
SP21,G1,P06,04/07/21,252,214,15
SP07,G1,P13,06/21/21,4060,412,214
SP13,G5,P11,10/15/21,18872,419,994
SP24,G2,P11,01/28/21,5985,269,285
SP14,G4,P19,05/10/21,3801,85,173
SP04,G1,P07,08/16/21,10626,84,443
SP07,G4,P05,06/09/21,5586,32,329
SP13,G6,P11,07/28/21,910,211,42
SP14,G2,P16,12/08/21,1372,281,196
SP11,G1,P05,10/04/21,1995,10,125
SP11,G6,P02,10/20/21,3997,450,154
SP01,G4,P10,11/22/21,2114,394,112
SP10,G6,P22,01/25/21,12033,373,482
SP12,G2,P16,06/09/21,12152,202,1351
SP24,G5,P05,03/04/21,12481,30,735
SP12,G6,P21,05/18/21,7406,391,463
SP11,G3,P14,01/04/21,3570,335,447
SP09,G1,P16,05/12/21,5285,131,588
SP18,G1,P15,03/08/21,1799,308,72
SP11,G4,P22,02/08/21,3276,338,143
SP02,G5,P06,12/13/21,5712,214,381
SP09,G5,P14,06/09/21,4823,162,689
SP11,G4,P04,01/20/21,6559,88,365
SP10,G1,P12,03/19/21,973,192,43
SP12,G5,P19,11/10/21,12068,36,575
SP22,G1,P22,02/12/21,15127,10,688
SP09,G2,P20,08/16/21,3661,62,204
SP15,G4,P22,02/09/22,12124,230,552
SP18,G6,P13,04/20/21,1722,78,91
SP14,G4,P07,03/18/22,6496,224,260
SP03,G2,P02,03/22/21,19621,46,727
SP15,G6,P21,02/25/21,2954,174,228
SP11,G1,P18,01/06/21,994,294,142
SP12,G6,P17,08/31/21,5488,262,499
SP17,G3,P04,01/21/22,2576,90,152
SP07,G4,P12,10/05/21,4935,373,198
SP23,G5,P11,12/23/21,6475,109,295
SP23,G6,P15,12/01/21,8554,147,343
SP07,G4,P15,08/30/21,6713,21,280
SP23,G2,P01,12/27/21,378,46,32
SP05,G2,P22,03/17/21,4501,208,188
SP15,G1,P07,06/22/21,1085,387,48
SP12,G2,P21,01/21/22,3290,236,254
SP25,G2,P03,11/26/21,2058,288,188
SP03,G3,P14,02/03/21,3269,96,364
SP22,G6,P21,01/29/21,8449,306,564
SP11,G2,P21,06/09/21,3367,175,211
SP05,G1,P20,09/13/21,4459,362,263
SP24,G2,P05,06/08/21,3948,104,208
SP23,G4,P10,11/29/21,6384,93,320
SP08,G1,P01,03/07/22,441,213,41
SP19,G4,P01,06/08/21,4235,140,424
SP01,G2,P07,03/03/21,5208,43,227
SP16,G2,P14,10/19/21,8631,263,959
SP10,G1,P07,03/19/21,3332,318,152
SP07,G1,P03,02/09/22,8274,159,753
SP06,G2,P17,01/12/22,3227,128,269
SP12,G6,P16,09/08/21,5460,197,683
SP02,G2,P22,04/01/21,13517,142,541
SP22,G5,P01,02/16/21,2303,108,256
SP13,G4,P13,01/13/21,8617,193,411
SP12,G5,P05,07/16/21,1498,476,84
SP25,G5,P18,11/02/21,3031,137,304
SP13,G2,P20,02/22/22,2492,213,167
SP01,G2,P04,07/16/21,14763,70,821
SP21,G4,P07,04/15/21,7784,126,354
SP11,G1,P20,10/14/21,12089,438,712
SP09,G4,P22,12/08/21,2030,146,89
SP05,G3,P18,03/04/22,4928,126,493
SP20,G5,P16,02/14/22,77,16,10
SP11,G6,P01,12/21/21,7861,39,787
SP16,G2,P22,07/06/21,3983,142,166
SP07,G6,P01,03/09/21,2296,59,256
SP24,G6,P02,02/08/22,11781,367,437
SP18,G3,P01,12/28/21,8316,375,693
SP08,G1,P15,02/02/21,1134,5,48
SP23,G5,P18,02/18/22,5446,130,778
SP02,G2,P02,05/18/21,1323,67,49
SP22,G4,P22,04/08/21,2499,13,114
SP09,G6,P13,02/03/21,9226,121,486
SP12,G2,P10,04/19/21,5250,97,309
SP06,G4,P05,02/26/21,7210,6,451
SP25,G1,P12,02/12/21,980,103,45
SP08,G6,P14,09/08/21,3878,233,388
SP07,G6,P06,09/30/21,1659,24,111
SP07,G2,P05,02/09/22,4942,31,275
SP19,G1,P14,03/29/21,2919,144,417
SP25,G5,P11,11/26/21,973,24,49
SP23,G1,P13,06/29/21,1337,64,61
SP22,G4,P15,05/20/21,3010,49,126
SP08,G4,P17,06/03/21,9331,11,718
SP16,G6,P22,01/11/22,8470,167,353
SP16,G1,P01,03/05/21,8456,222,940
SP14,G2,P06,04/20/21,3486,106,218
SP22,G4,P13,12/08/21,7224,198,362
SP08,G4,P20,10/15/21,1113,73,70
SP07,G5,P21,02/02/21,1071,284,83
SP14,G2,P13,06/08/21,7840,25,357
SP22,G1,P16,03/11/21,4298,91,614
SP18,G4,P21,11/22/21,3962,122,248
SP06,G2,P21,03/18/21,980,257,66
SP24,G5,P11,11/08/21,9905,359,496
SP18,G4,P19,03/18/21,9436,16,411
SP07,G1,P22,06/09/21,5523,461,252
SP20,G1,P20,11/10/21,8897,382,557
SP16,G6,P19,04/19/21,7007,61,319
SP06,G4,P16,09/10/21,6776,25,1130
SP01,G4,P18,04/23/21,4746,118,475
SP01,G3,P07,06/04/21,17192,202,748
SP01,G3,P12,03/03/22,7028,72,306
SP03,G4,P04,12/30/21,6804,288,378
